,order_id,store_id,store_name,store_segment,store_latitude,store_longitude,channel_id,channel_name,channel_type,payment_order_id,payment_method,payment_status,delivery_order_id,delivery_distance_meters,delivery_status,driver_id,driver_modal,driver_type,order_status,order_amount,order_moment_created,order_moment_in_expedition,order_moment_finished,hub_id,hub_name,hub_city,hub_state,hub_latitude,hub_longitude
90,68425021,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68425021,ONLINE,PAID,68425021,3046.0,DELIVERED,5052.0,MOTOBOY,FREELANCE,FINISHED,149.8,2021-01-01 15:31:52,2021-01-01 15:50:23,2021-01-01 16:07:43,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
91,68425058,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68425058,"VOUCHER, VOUCHER, ONLINE, ONLINE",PAID,68425058,1488.0,DELIVERED,17322.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,40.8,2021-01-01 15:32:03,2021-01-01 15:57:28,2021-01-01 17:11:04,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
92,68425058,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68425058,"VOUCHER, VOUCHER, ONLINE, ONLINE",PAID,68425058,1488.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,40.8,2021-01-01 15:32:03,2021-01-01 15:57:28,2021-01-01 17:11:04,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
95,68425821,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68425821,"ONLINE, ONLINE",PAID,68425821,3498.0,DELIVERED,4190.0,MOTOBOY,FREELANCE,FINISHED,180.6,2021-01-01 15:33:32,2021-01-01 15:56:24,2021-01-01 16:51:24,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
96,68425821,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68425821,"ONLINE, ONLINE",PAID,68425821,3498.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,180.6,2021-01-01 15:33:32,2021-01-01 15:56:24,2021-01-01 16:51:24,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
97,68426187,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68426187,"ONLINE, ONLINE",PAID,68426187,1299.0,DELIVERED,9996.0,BIKER,FREELANCE,FINISHED,52.8,2021-01-01 15:34:32,2021-01-01 15:56:15,2021-01-01 16:51:17,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
98,68426187,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68426187,"ONLINE, ONLINE",PAID,68426187,1299.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,52.8,2021-01-01 15:34:32,2021-01-01 15:56:15,2021-01-01 16:51:17,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
99,68426262,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68426262,ONLINE,PAID,68426262,416.0,DELIVERED,7396.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,55.9,2021-01-01 15:34:52,2021-01-01 16:07:41,2021-01-01 16:35:13,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
100,68426299,998,TRAZ LOURA RIRMAM ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68426299,ONLINE,PAID,68426299,4135.0,DELIVERED,6361.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,331.0,2021-01-01 15:35:02,2021-01-01 16:09:17,2021-01-01 16:50:26,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
101,68426376,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68426376,ONLINE,PAID,68426376,1811.0,DELIVERED,731.0,MOTOBOY,FREELANCE,FINISHED,149.6,2021-01-01 15:35:22,2021-01-01 15:54:36,2021-01-01 16:03:09,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
104,68426427,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68426427,"ONLINE, ONLINE",PAID,68426427,2591.0,DELIVERED,9996.0,BIKER,FREELANCE,FINISHED,89.5,2021-01-01 15:35:33,2021-01-01 15:56:18,2021-01-01 17:06:20,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
105,68426427,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68426427,"ONLINE, ONLINE",PAID,68426427,2591.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,89.5,2021-01-01 15:35:33,2021-01-01 15:56:18,2021-01-01 17:06:20,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
107,68426619,236,IUMPICA ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68426619,ONLINE,PAID,68426619,923.0,DELIVERED,10259.0,BIKER,FREELANCE,FINISHED,101.6,2021-01-01 15:36:12,2021-01-01 15:57:40,2021-01-01 16:08:36,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
108,68426696,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68426696,"VOUCHER, ONLINE",PAID,68426696,1658.0,DELIVERED,1113.0,MOTOBOY,FREELANCE,FINISHED,161.9,2021-01-01 15:36:31,2021-01-01 15:55:33,2021-01-01 16:17:40,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
110,68426996,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68426996,"ONLINE, ONLINE",PAID,68426996,2582.0,DELIVERED,14382.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,61.8,2021-01-01 15:37:52,2021-01-01 15:56:58,2021-01-01 16:42:02,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
113,68427057,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68427057,ONLINE,PAID,68427057,2995.0,DELIVERED,1113.0,MOTOBOY,FREELANCE,FINISHED,143.8,2021-01-01 15:38:02,2021-01-01 15:57:08,2021-01-01 16:25:05,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
114,68427326,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68427326,"ONLINE, ONLINE",PAID,68427326,2849.0,DELIVERED,14382.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,110.9,2021-01-01 15:38:52,2021-01-01 15:58:06,2021-01-01 16:46:46,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
116,68427588,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68427588,ONLINE,PAID,68427588,949.0,DELIVERED,5623.0,MOTOBOY,FREELANCE,FINISHED,159.9,2021-01-01 15:39:52,2021-01-01 16:01:00,2021-01-01 16:19:22,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
117,68427630,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68427630,"VOUCHER, ONLINE",PAID,68427630,818.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,36.8,2021-01-01 15:40:13,2021-01-01 15:42:48,2021-01-01 18:06:56,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
119,68427637,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68427637,"VOUCHER, VOUCHER, ONLINE, ONLINE",PAID,68427637,2529.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,29.9,2021-01-01 15:40:15,2021-01-01 16:10:16,2021-01-01 16:36:45,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
123,68427952,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68427952,ONLINE,PAID,68427952,816.0,DELIVERED,28171.0,BIKER,FREELANCE,FINISHED,44.9,2021-01-01 15:41:42,2021-01-01 15:55:02,2021-01-01 16:05:12,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
124,68427968,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68427968,"VOUCHER, VOUCHER, ONLINE, ONLINE",PAID,68427968,2541.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,29.9,2021-01-01 15:41:45,2021-01-01 16:23:59,2021-01-01 17:31:12,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
128,68428396,1016,PIPS ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68428396,"VOUCHER, ONLINE",PAID,68428396,3073.0,DELIVERED,10614.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,120.1,2021-01-01 15:43:22,2021-01-01 15:57:36,2021-01-01 16:12:17,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
131,68428503,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68428503,ONLINE,PAID,68428503,1341.0,DELIVERED,29378.0,BIKER,FREELANCE,FINISHED,94.25,2021-01-01 15:44:32,2021-01-01 15:56:56,2021-01-01 16:21:05,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
133,68428840,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68428840,ONLINE,PAID,68428840,3579.0,DELIVERED,27294.0,MOTOBOY,FREELANCE,FINISHED,74.9,2021-01-01 15:46:13,2021-01-01 15:59:15,2021-01-01 16:15:47,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
134,68429064,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68429064,ONLINE,PAID,68429064,788.0,DELIVERED,28171.0,BIKER,FREELANCE,FINISHED,116.3,2021-01-01 15:46:52,2021-01-01 16:17:06,2021-01-01 16:32:04,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
135,68429127,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68429127,ONLINE,PAID,68429127,5775.0,DELIVERED,19793.0,MOTOBOY,FREELANCE,FINISHED,71.7,2021-01-01 15:47:02,2021-01-01 16:35:58,2021-01-01 16:56:26,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
136,68429213,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68429213,ONLINE,PAID,68429213,2975.0,DELIVERED,15061.0,MOTOBOY,FREELANCE,FINISHED,52.9,2021-01-01 15:47:22,2021-01-01 16:32:30,2021-01-01 16:44:34,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
137,68429311,3528,ZIM M MUMEUR ,FOOD,-22.927335999999997,-43.572533,5,FOOD PLACE,MARKETPLACE,68429311,"VOUCHER, DEBIT",PAID,68429311,1168.0,DELIVERED,26588.0,BIKER,FREELANCE,FINISHED,47.3,2021-01-01 15:47:57,2021-01-01 16:20:05,2021-01-01 16:34:41,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
139,68429364,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68429364,ONLINE,PAID,68429364,2202.0,DELIVERED,512.0,MOTOBOY,FREELANCE,FINISHED,45.8,2021-01-01 15:48:12,2021-01-01 15:57:12,2021-01-01 16:17:30,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
140,68429379,3070,PIGUE PIPACO ,FOOD,-23.599551,-46.636755,5,FOOD PLACE,MARKETPLACE,68429379,"ONLINE, ONLINE",PAID,68429379,1458.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,62.7,2021-01-01 15:48:17,2021-01-01 16:10:28,2021-01-01 16:47:28,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
142,68429530,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68429530,"ONLINE, ONLINE, VOUCHER, VOUCHER",PAID,68429530,251.0,DELIVERED,7953.0,BIKER,FREELANCE,FINISHED,26.9,2021-01-01 15:48:50,2021-01-01 16:38:57,2021-01-01 17:07:21,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
143,68429530,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68429530,"ONLINE, ONLINE, VOUCHER, VOUCHER",PAID,68429530,251.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,26.9,2021-01-01 15:48:50,2021-01-01 16:38:57,2021-01-01 17:07:21,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
147,68429631,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68429631,ONLINE,PAID,68429631,1628.0,DELIVERED,13043.0,MOTOBOY,FREELANCE,FINISHED,92.8,2021-01-01 15:49:02,2021-01-01 16:01:29,2021-01-01 16:09:10,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
150,68430224,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68430224,ONLINE,PAID,68430224,519.0,DELIVERED,3834.0,BIKER,FREELANCE,FINISHED,38.0,2021-01-01 15:50:22,2021-01-01 15:56:15,2021-01-01 16:09:27,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
152,68430392,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68430392,ONLINE,PAID,68430392,4699.0,DELIVERED,9828.0,MOTOBOY,FREELANCE,FINISHED,79.4,2021-01-01 15:51:22,2021-01-01 16:12:15,2021-01-01 16:26:45,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
154,68430487,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68430487,ONLINE,PAID,68430487,3976.0,DELIVERED,6161.0,MOTOBOY,FREELANCE,FINISHED,105.8,2021-01-01 15:51:52,2021-01-01 16:08:30,2021-01-01 16:20:09,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
155,68430526,961,PIGUE PIPACO ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68430526,ONLINE,PAID,68430526,93.0,DELIVERED,9509.0,MOTOBOY,FREELANCE,FINISHED,35.8,2021-01-01 15:52:02,2021-01-01 16:05:27,2021-01-01 16:10:00,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
156,68430527,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68430527,ONLINE,PAID,68430527,1028.0,DELIVERED,5250.0,BIKER,FREELANCE,FINISHED,176.0,2021-01-01 15:52:02,2021-01-01 16:11:38,2021-01-01 16:21:54,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
157,68430552,3105,PIGUE PIPACO ,FOOD,-23.622995,-46.699203999999995,5,FOOD PLACE,MARKETPLACE,68430552,"VOUCHER, CREDIT",PAID,68430552,726.0,DELIVERED,23093.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,67.8,2021-01-01 15:52:05,2021-01-01 16:03:31,2021-01-01 17:09:19,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
160,68431089,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68431089,"VOUCHER, VOUCHER, ONLINE, ONLINE",PAID,68431089,2406.0,DELIVERED,14382.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,51.8,2021-01-01 15:53:29,2021-01-01 16:42:00,2021-01-01 17:28:02,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
161,68431089,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68431089,"VOUCHER, VOUCHER, ONLINE, ONLINE",PAID,68431089,2406.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,51.8,2021-01-01 15:53:29,2021-01-01 16:42:00,2021-01-01 17:28:02,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
164,68431111,616,CILAFIRMAI CIOLA ,FOOD,-22.947329999999997,-43.183534,5,FOOD PLACE,MARKETPLACE,68431111,ONLINE,PAID,68431111,763.0,DELIVERED,13527.0,MOTOBOY,FREELANCE,FINISHED,148.39,2021-01-01 15:53:33,2021-01-01 16:20:21,2021-01-01 16:43:55,18,STAR SHOPPING,RIO DE JANEIRO,RJ,-22.9454948,-43.1821807
165,68431113,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68431113,ONLINE,PAID,68431113,764.0,DELIVERED,14621.0,MOTOBOY,FREELANCE,FINISHED,24.9,2021-01-01 15:53:33,2021-01-01 16:35:30,2021-01-01 16:48:52,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
166,68431370,3070,PIGUE PIPACO ,FOOD,-23.599551,-46.636755,5,FOOD PLACE,MARKETPLACE,68431370,"ONLINE, ONLINE",PAID,68431370,987.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,45.7,2021-01-01 15:54:31,2021-01-01 16:10:23,2021-01-01 16:37:32,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
168,68431651,998,TRAZ LOURA RIRMAM ,FOOD,-22.996848,-43.361197,13,VELOCITY PLACE,MARKETPLACE,68431651,"VOUCHER, ONLINE",PAID,68431651,2027.0,DELIVERED,25798.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,96.0,2021-01-01 15:55:19,2021-01-01 16:12:16,2021-01-01 16:27:13,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
170,68431672,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68431672,"ONLINE, ONLINE",PAID,68431672,2417.0,DELIVERED,6161.0,MOTOBOY,FREELANCE,FINISHED,69.7,2021-01-01 15:55:22,2021-01-01 16:16:51,2021-01-01 16:30:13,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
171,68431672,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68431672,"ONLINE, ONLINE",PAID,68431672,2417.0,DELIVERED,26075.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,69.7,2021-01-01 15:55:22,2021-01-01 16:16:51,2021-01-01 16:30:13,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
172,68431673,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68431673,ONLINE,PAID,68431673,2797.0,DELIVERED,30030.0,BIKER,FREELANCE,FINISHED,120.8,2021-01-01 15:55:22,2021-01-01 16:19:21,2021-01-01 16:33:53,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
174,68432184,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68432184,"ONLINE, ONLINE",PAID,68432184,1944.0,DELIVERED,12136.0,MOTOBOY,FREELANCE,FINISHED,147.8,2021-01-01 15:56:22,2021-01-01 16:15:23,2021-01-01 16:43:26,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
176,68432271,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68432271,ONLINE,PAID,68432271,1560.0,DELIVERED,9025.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,45.9,2021-01-01 15:56:32,2021-01-01 16:44:00,2021-01-01 16:59:24,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
177,68432272,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68432272,ONLINE,PAID,68432272,3791.0,DELIVERED,8958.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,62.4,2021-01-01 15:56:32,2021-01-01 16:23:11,2021-01-01 16:45:53,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
178,68432345,659,IPUPIEMAI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68432345,"ONLINE, ONLINE",PAID,68432345,3299.0,DELIVERED,29077.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,96.7,2021-01-01 15:56:52,2021-01-01 16:22:56,2021-01-01 16:55:28,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
181,68432360,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68432360,ONLINE,PAID,68432360,2430.0,DELIVERED,5128.0,MOTOBOY,FREELANCE,FINISHED,149.8,2021-01-01 15:57:02,2021-01-01 16:12:17,2021-01-01 16:30:35,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
182,68432363,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68432363,"ONLINE, ONLINE",PAID,68432363,4504.0,DELIVERED,4190.0,MOTOBOY,FREELANCE,FINISHED,95.3,2021-01-01 15:57:22,2021-01-01 16:14:54,2021-01-01 17:28:47,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
183,68432363,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68432363,"ONLINE, ONLINE",PAID,68432363,4504.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,95.3,2021-01-01 15:57:22,2021-01-01 16:14:54,2021-01-01 17:28:47,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
184,68432364,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68432364,ONLINE,PAID,68432364,4918.0,DELIVERED,17227.0,MOTOBOY,FREELANCE,FINISHED,56.5,2021-01-01 15:57:22,2021-01-01 16:12:19,2021-01-01 16:28:57,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
185,68432421,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68432421,ONLINE,PAID,68432421,709.0,DELIVERED,15375.0,MOTOBOY,FREELANCE,FINISHED,51.8,2021-01-01 15:58:02,2021-01-01 16:35:45,2021-01-01 16:54:32,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
186,68432455,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68432455,ONLINE,PAID,68432455,1859.0,DELIVERED,2945.0,BIKER,FREELANCE,FINISHED,74.9,2021-01-01 15:58:12,2021-01-01 16:12:21,2021-01-01 16:29:49,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
187,68432456,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68432456,ONLINE,PAID,68432456,2565.0,DELIVERED,13043.0,MOTOBOY,FREELANCE,FINISHED,38.0,2021-01-01 15:58:14,2021-01-01 16:14:18,2021-01-01 16:48:26,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
188,68432509,3528,ZIM M MUMEUR ,FOOD,-22.927335999999997,-43.572533,5,FOOD PLACE,MARKETPLACE,68432509,ONLINE,PAID,68432509,3722.0,DELIVERED,510.0,MOTOBOY,FREELANCE,FINISHED,74.9,2021-01-01 15:58:23,2021-01-01 16:29:08,2021-01-01 16:44:05,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
189,68432554,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68432554,ONLINE,PAID,68432554,5390.0,DELIVERED,888.0,MOTOBOY,FREELANCE,FINISHED,184.9,2021-01-01 15:58:32,2021-01-01 16:16:46,2021-01-01 16:39:26,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
190,68432718,3060,PIGUE PIPACO ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68432718,"ONLINE, ONLINE",PAID,68432718,1947.0,DELIVERED,29077.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,107.4,2021-01-01 15:59:08,2021-01-01 16:16:04,2021-01-01 17:14:19,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
193,68432907,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68432907,"ONLINE, ONLINE",PAID,68432907,2549.0,DELIVERED,4190.0,MOTOBOY,FREELANCE,FINISHED,83.5,2021-01-01 15:59:42,2021-01-01 16:15:17,2021-01-01 17:37:10,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
194,68432907,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68432907,"ONLINE, ONLINE",PAID,68432907,2549.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,83.5,2021-01-01 15:59:42,2021-01-01 16:15:17,2021-01-01 17:37:10,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
195,68433064,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68433064,ONLINE,PAID,68433064,2624.0,DELIVERED,14382.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,25.9,2021-01-01 16:00:12,2021-01-01 16:47:01,2021-01-01 17:54:57,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
196,68433305,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68433305,ONLINE,PAID,68433305,2463.0,DELIVERED,15061.0,MOTOBOY,FREELANCE,FINISHED,68.7,2021-01-01 16:00:54,2021-01-01 17:06:44,2021-01-01 17:31:09,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
